page,product_name,price,rating,ram,product_dimention,camera,battery,processor
https://www.flipkart.com/search?q=mobiles&page=19,"Vivo V5 (Crown gold, 32 GB)","₹18,980",4.3,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 20MP Front Camera,3000 mAh Battery,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"OPPO F3 (Gold, 64 GB)","₹20,990",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery,Mediatek MT6750T Octa Core 1.5GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"LG Optimus L70 (Black, 4 GB)","₹12,791",4.1,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 0.3MP Front Camera,2100 mAh Li-Ion Battery,Snapdragon Processor
https://www.flipkart.com/search?q=mobiles&page=19,Samsung Guru FM Plus,"₹1,662",4.2,128 MB ROM,3.81 cm (1.5 inch) Display,800 mAh Battery,1 Year Manufacturer Warranty,1 Year on Handset & 6 Months on Accessories
https://www.flipkart.com/search?q=mobiles&page=19,"Mobiistar E1 Selfie (Black, 32 GB)","₹7,999",3.9,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 625 Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Redmi Y2 (Rose Gold, 32 GB)","₹8,689",4.5,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,MT8735A A53 Processor
https://www.flipkart.com/search?q=mobiles&page=23,Heemax H7 Combo of Two Mobiles,"₹1,099",4.1,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,12 MONTHS WARRANTY
https://www.flipkart.com/search?q=mobiles&page=23,Heemax H7 Combo of Two Mobiles,"₹1,099",4.5,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.2MP Rear Camera,1000 mAh Battery,12 MONTHS WARRANTY
https://www.flipkart.com/search?q=mobiles&page=23,Mymax M36,₹559,3.9,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,10 Days Warranty
https://www.flipkart.com/search?q=mobiles&page=23,Niamia Cad 4,₹899,4.4,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,10 Days Warranty
https://www.flipkart.com/search?q=mobiles&page=23,"Samsung Galaxy A71 (Prism Crush Silver, 128 GB)","₹35,599",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm SM7150 Processor
https://www.flipkart.com/search?q=mobiles&page=23,"LG Q7+ (Aurora Black, 64 GB)","₹13,999",2.7,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,13.97 cm (5.5 inch) Full HD+ Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
https://www.flipkart.com/search?q=mobiles&page=23,Honor 8,"₹29,999",4.4,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Alcatel 3V (Spectrum Blue, 32 GB)","₹10,999",3.6,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) Full HD+ Display,16MP + 5MP | 8MP Front Camera,3000 mAh Battery,Mediatek MT6753 Octa Core 1.3GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)","₹26,999",4.1,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,5020 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"OPPO K1 (Piano Black, 64 GB)","₹18,990",4.4,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.28 cm (6.41 inch) Display,16MP + 2MP | 25MP Front Camera,3600 mAh Battery,Brand Warranty for 1 Year
https://www.flipkart.com/search?q=mobiles&page=19,"Apple iPhone 11 Pro (Silver, 512 GB)","₹1,40,300",4.7,512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,1 YEAR
https://www.flipkart.com/search?q=mobiles&page=19,Kechaoda K2,₹900,4,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,0 0 0 0 Processor Processor
https://www.flipkart.com/search?q=mobiles&page=19,Nokia 150,"₹2,135",4.2,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1020 mAh Battery,1 Year
https://www.flipkart.com/search?q=mobiles&page=19,"ITEL A46 (FIERY RED, 32 GB)","₹5,990",4.1,2 GB RAM | 32 GB ROM,13.84 cm (5.45 inch) Full HD Display,8MP Rear Camera,2400 mAh Battery,MT6735 Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Gionee F103 Pro (White, 16 GB)","₹9,599",3.9,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Polymer Battery,12 Months
https://www.flipkart.com/search?q=mobiles&page=19,"Samsung Galaxy M30 (Black, 32 GB)","₹10,996",4.3,3 GB RAM | 32 GB ROM,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,NA Processor
https://www.flipkart.com/search?q=mobiles&page=23,"OPPO A5 2020 (Mirror Black, 64 GB)","₹13,990",5,3 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor
https://www.flipkart.com/search?q=mobiles&page=23,Heemax H8,₹569,5,512 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Warranty
https://www.flipkart.com/search?q=mobiles&page=19,Jivi R21Plus,₹869,4,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB,4.57 cm (1.8 inch) QVGA Display,0.03MP + 0MP | 0MP Front Camera,1000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Realme C2 (Diamond Blue, 16 GB)","₹6,499",4.4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,Quad Core Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Meizu C9 Pro (Black, 32 GB)","₹6,990",4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MTK6739 Processor
https://www.flipkart.com/search?q=mobiles&page=19,"Lava Z91 (Blue, 32 GB)","₹8,499",4,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 730G Processor
https://www.flipkart.com/search?q=mobiles&page=19,"OPPO Reno2 (Ocean Blue, 256 GB)","₹38,990",4.5,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories"
https://www.flipkart.com/search?q=mobiles&page=19,Itel It2171,₹899,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
